,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10
logocola.jpg,0.679679622142,0.318954653737,0.003412635187,0.000620532071,4894702612987.568359375000,0.000314562527,0.035752433755,-0.000349012890,-0.000041090931,0.000000020520
logopizza.png,2.470414030881,5.899862370816,0.909516457388,0.896334896602,1164741528460609024.000000000000,2.176956067072,0.050770778289,-0.001647695098,-0.000006408589,0.000000002903
logopizzamale.png,0.755699151511,0.407589655458,0.002809431122,0.000407553246,-21007327.093981806189,-0.000259805127,0.040872888034,-0.000300234734,0.000004392593,0.000000046162
logoztm.jpg,0.463518449716,0.108229379040,0.004737206912,0.002028581125,2032325693867.869873046875,0.000583888733,0.026654993547,-0.000338578223,-0.000009956709,0.000000030174
logozwierciadlo.jpg,1.212976882780,1.402603260396,0.010719311100,0.009466797813,23938104656244864.000000000000,0.011195223753,0.017177414441,-0.000156564161,-0.000003809495,0.000000000010
logozwierciadlomale.jpg,0.421708973337,0.106391959733,0.001177127500,0.000125932742,21878092879.253738403320,0.000006806478,0.017861624615,-0.000131399345,-0.000009337439,0.000000006573
