,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10
logocola.jpg,0.626282621727,0.271104836384,0.005224247602,0.001807897594,2084014025082.029785156250,0.000941235540,0.030281271473,-0.000427043751,-0.000033760660,0.000000000886
logopizza.png,2.178012569663,4.595301111744,0.473779205988,0.461030267347,21729880196363186176.000000000000,0.987068400460,0.037109410466,-0.001593617330,-0.000001840439,0.000000067658
logopizzamale.png,0.692015683732,0.342031672435,0.002112347560,0.000551147986,57813895034.414360046387,0.000008336428,0.034213508524,-0.000195149947,0.000001695798,0.000000018880
logoztm.jpg,0.451335272085,0.102219487872,0.004930019743,0.002324325516,2524886116409.473632812500,0.000668413490,0.025371009989,-0.000325711778,-0.000007742543,0.000000031851
logozwierciadlo.jpg,1.099969963035,1.152975018344,0.007096068956,0.006214947043,21589239256072252.000000000000,0.006647354542,0.014239725309,-0.000110140239,-0.000002594477,-0.000000000221
logozwierciadlomale.jpg,0.389434605169,0.090556781023,0.001249506216,0.000124260118,16067637848.294263839722,-0.000013622240,0.015275632670,-0.000140655762,-0.000008181427,0.000000009595
